cluster_id,n_posts,n_authors,span_min,median_echo_lag_min,echoes_within_60min,seed_handle,seed_followers,text
28525,2,2,220.7,220.7,0,rupiflex,783,@HustleKing01 Ruto
28538,2,2,153.0,153.0,0,ob1tomi,1970,"@WilliamsRuto In case you thought we forgot.

#RutoMustGo #RutoMustGo #RutoMustGo #RutoMustGo #RutoMustGo #RutoMustGo #R"
28546,3,3,1638.3,1051.8,0,Wangilawandaria,2920,@JimmyKings8 SIfuna for president
28575,2,2,727.4,727.4,0,newton_wachiye,2388,@HEBabuOwino Good work
28621,2,2,8501.9,8501.9,0,JohnAthumani3,966,@Sativa255 Kisa maandamano au?
28648,2,2,367.1,367.1,0,TwahaMaimuna,5960,"@Maskani254 @kawive @TISAKenya @nisisikenya Protecting human rights, civic space, and the rule of law strengthens democr"
28696,3,3,53.4,50.5,2,NyakundiReport,31036,Nairobi Regional Police Commander Issa Mohamud says police did not deny anyone access to Nairobi CBD during Saba Saba co
28702,2,2,61.2,61.2,0,JohnmarkMarco2,1968,@Kenyans Sure yes
28756,2,2,4.5,4.5,1,ntvkenya,5352499,Champions Argentina survive a big scare to beat Egypt 3-2 in a 2026 FIFA World Cup round of 16 thriller and reach the qu
28811,2,2,2230.3,2230.3,0,Sheryllisa52263,6579,Abagusii as a region have vowed not to marry from keumbu following Linda mwananchi attacks at  keumbu market in Gusii la
28817,2,2,109.1,109.1,0,moneyacademyKE,480320,President William Ruto has appointed DP Kithure Kindiki to lead the government team overseeing the proposed Sh2.2 trilli
28821,2,2,673.4,673.4,0,thekenyatimes,34378,Rigathi Gachagua explains the benefits of an MP dying https://t.co/Pwbz8oiPSi
28827,2,2,415.0,415.0,0,StandardKenya,2732827,"Internal wrangles, vested interests and indecisiveness continue to rock the United opposition as it grapples to identify"
28870,2,2,1566.2,1566.2,0,Kibet_bull,161162,Good morning my country people. Who is the enemy today?
28909,2,2,29.8,29.8,1,StandardKenya,2732827,Traffic disrupted as residents block Kakamega–Kisumu highway  to protest alleged harassment by Kakamega County enforceme
28914,4,2,2538.1,725.0,0,ntvkenya,5352499,"The travelling gun: Firearm in Westlands cafe robbery linked to Mtwapa crime

https://t.co/Tuaug8xNs9 https://t.co/0z1hC"
28920,2,2,10.0,10.0,1,KTNNewsKE,879240,"XN IRAKI: The granary in a home I recently visited in Ol Kalou left me thinking. It’s about 60 years old, built on stilt"
28976,2,2,9.7,9.7,1,KTNNewsKE,879240,Registrar of Political Parties okays removal of Nairobi Senator Edwin Sifuna as ODM party Sec Gen following the National
29019,2,2,0.8,0.8,1,theweeknd6699,1550,Sifuna’s voice amplifies the silent majority. Kalonzo builds the necessary alliances. This powerful combination delivers
29034,3,2,987493.9,978073.2,0,khalidi79397,45060,"Our ancestors destroyed 13 Jewish villages between 1920 and 1936:

1920 - Tel Hai, Metula, Bnei Yehuda
1921 - Kfar Saba,"
29060,2,2,18.5,18.5,1,ntvkenya,5352499,Education PS John Ololtuaa says that invigilators and supervisors for the 2025 KCSE will receive their dues soon https:/
29063,4,2,1620.0,1620.0,0,NationAfrica,4265144,Kenya among 18 nations most hit by fertiliser chaos https://t.co/NaVB3SYkoa
29064,4,2,1822.0,162.0,0,NationAfrica,4265144,"Document reveals extent of Kenyan deaths on Russian frontline 
https://t.co/zXn6w9JKBE"
29103,2,2,15.1,15.1,1,KTNNewsKE,879240,The United States on Monday announced a sweeping campaign against the International Criminal Court (ICC) that could incl
29108,2,2,1.0,1.0,1,Mwiki_,10194,The WANTAM Public Participation Platform is designed to put decision-making in the hands of citizens. Use https://t.co/4
29196,3,3,153.2,122.6,0,K24Tv,3217136,"The IEBC is walking the country into a crisis. If what they are doing in Ol Kalou is anything to go by, then that is wha"
29210,2,2,880.4,880.4,0,StandardKenya,2732827,The Independent Electoral and Boundaries Commission has summoned Nakuru Town West MP David Gikaria to appear before the 
29216,2,2,45.0,45.0,1,KTNNewsKE,879240,A Narok court has reviewed bond terms for a man accused of assaulting a police officer and allegedly severing his hand d
29223,2,2,49.0,49.0,1,StandardKenya,2732827,"Duncun Kariuki files petition to block CJ Martha Koome from publishing individual judges' performance, argues move will "
29234,2,2,1.1,1.1,1,ntvkenya,5352499,Police will impound vehicles without number plates in Ol Kalou - Central Regional Commissioner Joshua Nkanatha https://t
29292,2,2,428.0,428.0,0,Lightcasttvke,8323,"""The Linda Mwananchi Kisii and Keroka rallies scheduled for Friday June 2026 have been postpone to Friday July 3rd, 2026"
29386,2,2,89.1,89.1,0,K24Tv,3217136,Kalonzo Musyoka: Kuna watu wanasema ati tulitoroka kiholela na kuwaacha kina mama. Hao wanaosema hivyo hawakuwa pale. Si
29390,2,2,25543.4,25543.4,0,ConradKulo,39077,Huyu ni Wetangula mnachezea hivi buana? Vijana hawana adabu😂 https://t.co/6wIzSBrEBn
29407,2,2,110.7,110.7,0,K24Tv,3217136,"“ Mkipima uyu Profesa Kithure Kindiki na ule mwingine, mwenye kazi yake ni fitina, ukabila na chuki, uyu profesa anaelew"
29410,2,2,18.0,18.0,1,K24Tv,3217136,“ Hatutakubali mtu yeyote kutuletea madharau na kutuambia ya kwamba ati safari ile ambayo tumefika kwa serikali ati tuto
29418,2,2,63.1,63.1,0,MONUSCO,579305,"Le nouveau Gouverneur de l’#Ituri, Gen. Gaby Kasongo, a visité les installations militaires de la #MONUSCO à Bunia. L’oc"
29432,2,2,299.2,299.2,0,PropesaTv,167649,"Ruto is planning to shut down some media houses and restrict internet access during the general election.
Kenya is not U"
29450,2,2,600.2,600.2,0,Its_wyckey,5561,"Wakili Hon.Dr @HEBabuOwino is presently attending 
the Infotrak Research event in Nairobi.

The organisation is recognis"
29482,2,2,33.6,33.6,1,Realkangethe,23370,Kiharu MP Ndindi Nyoro says for now we are dealing with one common enemy who is Kasongo. https://t.co/o86S539Zcz
29554,2,2,215.6,215.6,0,K24Tv,3217136,Kenya Kwanza Western Leaders Seek 2032 Presidential Backing https://t.co/vzx3oik0BQ
29578,3,3,1007.0,933.6,0,PropesaTv,167649,"Ruto amemwaga 1Billion Olkalou. Pale hakuna change ya elfu moja, ukinunua chai ya mia moja unalipa na 1k.-Rigathi Gachag"
29607,4,2,1860.0,685.0,0,ntvkenya,5352499,How sulking is destroying your marriage https://t.co/2ehUcR40n6
29630,2,2,343.1,343.1,0,MutembeiTV,32827,NAJUWA WETANGULA AKO NA GOONs HAPA WAKINIKUJIA NIKO NA WATU WAKO NA BUNDUKI =KIBAGENDI WARNs https://t.co/MadellENWd
29643,2,2,0.0,0.0,1,KTNNewsKE,879240,The latest revelations of ghost workers embedded in government payrolls must trigger immediate reforms and invite thorou
29740,2,2,1142.0,1142.0,0,NationAfrica,4265144,"Families in Mombasa estate fear eviction as affordable housing project looms

https://t.co/o1xrk5OCQ0"
29817,2,2,13123.6,13123.6,0,AstralAria__,238,@faggotbloom thank you saba!!!
29828,2,2,3527.9,3527.9,0,W4T3RL4W,12,Ipo siku walai☝️#WANTAM
29842,4,2,905.3,275.0,0,NationAfrica,4265144,"Khalwale’s new UPM party to house rebels from major outfits 
https://t.co/XAqabKBBvW"
29887,7,5,9220.6,221.6,0,citizentvkenya,6853796,"President Ruto assents the Central Bank of Kenya (Amendment) Bill, 2026 into law. This introduces banking and monetary p"
29892,2,2,4.8,4.8,1,Denzel_ngetich,459,Leadership is about creating confidence in the future. Muchina Nyaga kept returning to practical ideas that support long
29905,2,2,100.7,100.7,0,NyakundiReport,31036,A newlywed Kenyan couple visits former Deputy President Rigathi Gachagua’s Wamunyoro residence in Mathira shortly after 
29915,2,2,230.0,230.0,0,ntvkenya,5352499,Explainer: What is Article 27 of FIFA's Disciplinary Code that allows red-carded Balogun to play? https://t.co/IxBe4TC4t
29943,2,2,842.7,842.7,0,Georgeruto001,9637,I am better off losing an election on the side of President William Samoei Ruto than winning on the side of the self app
29962,2,2,540.0,540.0,0,KTNNewsKE,879240,"A Malindi-based Kenyan billionaire of Italian origin, Franco Esposito, was arraigned in court on Monday for setting on f"
29989,2,2,107.6,107.6,0,KTNNewsKE,879240,Siaya Governor James Orengo has criticised the government for mounting roadblocks in Nairobi during the 36th Saba Saba D
30020,2,2,2.0,2.0,1,NationAfrica,4265144,"Nairobi Regional Police Commander Issa Mohamud on restricting entry into the Nairobi CBD: ""We decided to do that so we c"
30028,2,2,8.6,8.6,1,wil_sonn1,4397,What is this I’m hearing about IEBC?
30032,2,2,3217.0,3217.0,0,AaronMutai5,2885,"@Osama_otero Tutam ,Tutam"
30047,3,3,2.6,2.6,2,Mwamba_hi,8607,Tanzania continues to prove that peace and unity remain the strongest foundation for national progress. This Saba Saba c
30090,2,2,150.0,150.0,0,ntvkenya,5352499,"2024 Gen Z grievances still persist, Linda Mwananchi their preferred outfit - study https://t.co/Ull82iZx6g"
30189,2,2,29.2,29.2,1,Terry_ke001,26953,UDA maintained its position as the country's leading political party through strong national performance. Six victories 
30236,2,2,20.0,20.0,1,domsanglau,353,"Um clássico...
#BeAwareTimeIsOver #fifadünyakupası #Fıfaworldcup2026 #MundialDelFútbol2026 #España"
30259,2,2,0.1,0.1,1,MutembeiTV,32827,"Kikuyus Wameniacha Lakini Naomba Waluhya Wanisaidie Niweze Kushinda TUTAM, Nyinyi waluhya Shida yenu si Mkishiba hamtani"
30320,3,3,31437.4,26480.9,0,KBCChannel1,937904,"President Ruto: Ujenzi wa Bomas umepangwa kwa miaka mingi lakini sasa ndio hii inaelekea kukamilika.

#KBCniYetu https:/"
30341,2,2,260.0,260.0,0,ntvkenya,5352499,"Airtel loses fight against Safaricom's 10 cents tariff

https://t.co/7omQpXV3aK https://t.co/8hkYOgjupD"
30393,2,2,12.4,12.4,1,ntvkenya,5352499,Ol Kalou polls: Both DCP and UDA project victory for Rigathi Gachagua's candidate Sammy Waweru based on their agents' ta
30411,3,3,129.7,67.6,1,NationAfrica,4265144,Ruto: Elections are not a matter of life and death. There will be Kenya after the election and we must live together as 
30412,2,2,150.3,150.3,0,StandardKenya,2732827,"Imagine paying your monthly health insurance premium without fail, only to be told that your inability to conceive a chi"
30413,2,2,150.0,150.0,0,StandardKenya,2732827,The government has admitted that President William Ruto’s university funding model is under strain after it emerged that
30439,3,2,531.4,521.5,0,StandardKenya,2732827,"President William Ruto has urged Kenyans to resist using elections as a tool for division, saying political contests com"
30458,2,2,0.1,0.1,1,NotYourKaya1,7067,Citizens sent a powerful message that Tanzania's future belongs to hardworking people building opportunities through pea
30469,2,2,79.9,79.9,0,K24Tv,3217136,Housing PS Charles Hinga has accused Edwin Sifuna and Rigathi Gachagua of undermining government development projects. h
30481,5,5,273.6,43.0,3,ntvkenya,5352499,France beat Morocco 2-0 to reach semi final of the 2026 Fifa World Cup; Les Bleus to play winner of Spain-Belgium tie. h
30484,5,2,2776.0,106.0,0,NationAfrica,4265144,"Kenya loses Somalia miraa market ground to Ethiopia 
https://t.co/wzQI5C6I9V"
30531,3,3,17.9,13.7,2,KahawaTungu,85749,Poll: Only 33% of Kenyans support broad-based government https://t.co/pix3rYaA3U
30532,2,2,30.3,30.3,1,KTNNewsKE,879240,"High Court stops reopening of Utumishi Girls Academy's dormitory in fire tragedy, Justice Cecilia Githua says dormitory "
30540,2,2,125.5,125.5,0,K24Tv,3217136,Hon. Clive Gisairo: Where did we start having a difference in opinion? At the point where we were forming the Broad-base
30543,6,2,2082.6,222.1,0,NationAfrica,4265144,Ex-inmate returns to thank magistrate who jailed him https://t.co/pPGMvpXWRM
30549,2,2,70.7,70.7,0,StandardKenya,2732827,"Court dismisses case by 5 Turkana residents against MMUST, MKU and Turkana University over Sh100m property, cites lack o"
30584,2,2,65.6,65.6,0,Bosongo_,5217,Activists claiming victory after Saba Saba are delusional. The public ignored their call for violence and chose to build
30616,2,2,1019.8,1019.8,0,StandardKenya,2732827,"PETER KIMANI: Mbeere North folks discover 'power' is transient, as Kenya Power moves transformers

https://t.co/kA3FO2wX"
30637,2,2,0.9,0.9,1,KTNNewsKE,879240,Argentina beat 10-man Switzerland 3-1 to set up 2026 WorldCup semi-final clash with England on Wednesday. https://t.co/M
30653,2,2,192.8,192.8,0,NationAfrica,4265144,Why lobbies want Utumishi Girls barred from reopening Meline Waithera dormitory https://t.co/d2bxjExNdp
30660,2,2,80.8,80.8,0,KTNNewsKE,879240,The National Drought Management Authority (NDMA) has unveiled a nationwide road race campaign to raise Sh130.8 million t
30677,2,2,6.5,6.5,1,ntvkenya,5352499,Ol Kalou by-election: Silanga Polling station is open ready to receive voters https://t.co/OmSe12QHbh
30696,2,2,6.0,6.0,1,ntvkenya,5352499,LSK holds Purple Ribbon March over deaths of lawyers Edward Muthee and Esther Wairimu https://t.co/fFSCxHq6QV
30738,2,2,41.1,41.1,1,StandardKenya,2732827,High Court certifies urgent bid to jail or fine Speaker Moses Wetang'ula over alleged breach of orders barring him from 
30744,3,3,10411.5,10143.4,0,pascal_masinde,271,@CynthOmolo #SisiNdioSifuna
30754,3,2,749.8,20.8,1,ntvkenya,5352499,"How George, the ‘Ugali Man’ turned passion into successful business in US

https://t.co/vKCeX1ogVS https://t.co/Cn1Bxs0J"
30766,2,2,334.7,334.7,0,GameYetu,76513,"#FIFAWorldCup: England 🏴󠁧󠁢󠁥󠁮󠁧󠁿  1-2 Argentina 🇦🇷
Lautaro Martinez scores 92nd-minute winner as Lionel Messi inspires def"
30787,2,2,27.5,27.5,1,Ireenah_,29648,@Tweets_by_jnr Broad based growth strategies benefit diverse populations in TransNzoia County. Development addresses mul
30789,2,2,256.7,256.7,0,Kenyans,2736581,There is a misconception that I was attacking Sifuna. That is not true. My message is simple: every leader in the United
30809,2,2,1110.1,1110.1,0,StandardKenya,2732827,The amount of money Kenyans cashed out from retirement savings surged 10 per cent last year pointing to difficulties in 
30846,2,2,915.1,915.1,0,StandardKenya,2732827,"NYARINGO: UN Charter needs to be amended to reflect a global face

https://t.co/UbVas0S0zA"
30863,2,2,44.9,44.9,1,StandardKenya,2732827,Labour Cabinet Secretary Alfred Mutua is facing mounting political pressure from a section of UDA leaders in Ukambani to
30869,3,2,300.9,29.7,1,StandardKenya,2732827,Kenyans expecting to start using cheap cooking gas have a huge setback as the construction of a Sh4.6 billion Liquified 
30916,2,2,3327.2,3327.2,0,Andrewrotich5,269,@Maryian96 https://t.co/veJ8o7hNgW
30950,2,2,138.7,138.7,0,ntvkenya,5352499,"Apology And Clarification: Sacco Funds

The government will not be seeking SACCO deposits to invest in the National Infr"
31072,2,2,0.6,0.6,1,18dotted_,2119,@morganchase__ Ayaya sionii
31134,2,2,4.9,4.9,1,ndwiga61611,3,@_KithureKindiki Delivering the plan
31143,2,2,1931.2,1931.2,0,DerrickShabz,13123,@_KithureKindiki Uliamua giz giz ndio yako
31165,2,2,17.2,17.2,1,eagle_feed,27624,"Linda Mwananchi Aspirants Demand Action Against Political Violence, Goon Culture

https://t.co/y7oLIkIXm2"
31239,2,2,3.2,3.2,1,KTNNewsKE,879240,ODM leader Oburu Oginga is now facing criticism after saying there is too much democracy in the country and that Preside
31247,3,2,1725.0,70.0,0,NationAfrica,4265144,"So close, yet so far: African dream shattered by last-minute mistakes 
https://t.co/46jXSPbEyV"
31322,2,2,10.0,10.0,1,amembamagufuli8,74515,"Infotrak, keep making Ruto happy with your state-sponsored surveys. If your polls truly reflect public opinion, Okiya Om"
31343,2,2,27.5,27.5,1,citizentvkenya,6853796,A convoy of 14-seater matatus outside Gachagua’s Wamunyoro residence as a delegation from Kipsigis visits the DCP leader
31385,2,2,26.1,26.1,1,Her_agape,23818,The Luhya nation’s collective departure from opposition ranks is a game changer for Kenyan politics. DCP Sold #MulembeQu
31467,2,2,3.2,3.2,1,Kenyans,2736581,Rigathi Gachagua hosts grassroots and opinion leaders from Laikipia County at his Wamunyoro residence https://t.co/xUaUP
31535,2,2,84.9,84.9,0,keah_ke1,9574,"From 10 July 2026, NYOTA Phase 2 begins releasing KSh 3 billion in business grants to approximately 122,000 youth entrep"
31544,2,2,29.0,29.0,1,StandardKenya,2732827,"Ebola cases in DRC surge to 1,759 with 600 confirmed deaths; virus spreads to neighbouring Uganda where two patients hav"
31560,2,2,132.3,132.3,0,KUcoolkid,178619,"Ni kama Gachagua ashajua anaenda kulose OlKalou, ameanza kuongea kama mtu ako panic mode😂😂"
31583,2,2,113.1,113.1,0,StandardKenya,2732827,"Just imagine living a life of opportunism, eagerly anticipating others’ misfortunes...
They are known for their predatio"
31622,3,3,568.0,470.2,0,citizentvkenya,6853796,"More than 2,700 died as result of heatwaves in England, researchers https://t.co/mnQe5o4ErZ"
31671,2,2,1.0,1.0,1,SpiceFMKE,84071,"Voting begins in Ol Kalou parliamentary by-election, Nyandarua Conty; IEBC opens 144 polling stations across five wards "
31679,4,2,1850.0,310.0,0,NationAfrica,4265144,"Profits vs safety: Unsanctioned bouts threat to Kenyan boxers 
https://t.co/dUmhl4EUJI"
31681,2,2,0.0,0.0,1,NationAfrica,4265144,"Big ideas.
Bold moves.
Breakthrough partnerships.

The East Africa Logistics, Warehousing & E‑Commerce Conference & Expo"
31698,2,2,45.8,45.8,1,HonMoses_Kuria,611615,"Distribution of Digital Literacy Programme (DLP) Devices to Junior Secondary Schools in Olkalou 

https://t.co/XqsZ6s3Wz"
31700,2,2,7.3,7.3,1,wil_sonn1,4397,Best performing Governor irungu will be attending linda mwananchi Tour Nyandarua-Ol kalou Edition. 💪🏿🔥 #SisiNdioSifuna h
31768,4,2,1860.0,280.1,0,NationAfrica,4265144,"Juba moves to end Kenyan oil marketer’s exclusive fuel deal 
https://t.co/G87GmVsUBk"
31783,2,2,61.2,61.2,0,HonWetangula,1258408,"Today, at St. Boniface Catholic Church in Kabuchai Constituency, Bungoma County, I announced that President William Ruto"
31811,2,2,6.9,6.9,1,GameYetu,76513,Kylian Mbappe is not focused on the past as Lamine Yamal hopes to repeat history when favourites France 🇫🇷 take on Europ
31817,2,2,29.8,29.8,1,StandardKenya,2732827,Police in Kikuyu are holding a senior school principal and chairman of the institution’s board of management following i
31824,2,2,695.0,695.0,0,ntvkenya,5352499,"Civil servants face salary freeze over secret wealth

https://t.co/Iw8smY0wUr https://t.co/QZqC3ggqv0"
31851,2,2,382.1,382.1,0,catheri63794914,34,"@CaptainDominicO I am proudly Kikuyu, and I support Sifuna"
31855,3,3,18133.9,18117.2,0,shijanigul29385,313,Sheria ya Jeshi la Polisi na Matumizi ya Mikutano ya Hadhara imewekewa masharti magumu ambayo yanazuia maandamano ya ama
31868,2,2,427.2,427.2,0,j_s_haurine,863,@1nissah Wantam
31907,2,2,62.6,62.6,0,Obuchunju,15980,"Edwin Sifuna calls for unity, dismissing claims of divisions within the Linda Mwananchi movement.

He also criticizes OD"
31925,2,2,155.0,155.0,0,StandardKenya,2732827,"Lake Victoria's choking crisis: How pollution is turning Winam Gulf into a smelly crisis

https://t.co/zeGOkVxWgE"
31976,3,3,114.0,86.5,1,Uyomian,10746,"Every entrepreneur, farmer, and employee contributes to Tanzania's success through honest work. Peaceful environments al"
32001,5,2,2355.0,170.0,0,NationAfrica,4265144,"When your dream home becomes a burden 
https://t.co/7FBUEkwPey"
32018,3,2,1973.0,483.0,0,NationAfrica,4265144,"Morocco exit ends Africa’s hope for World Cup glory 
https://t.co/oWPATxf6iS"
32052,2,2,37.4,37.4,1,NationAfrica,4265144,Why Kenyans can't still agree on one person to lead the country #Nationverticals https://t.co/SM2csTIRkc
32054,2,2,16.0,16.0,1,Ass_tridah,31527,Any 2027 running mate poll that excludes Waiguru Oparanya Mudavadi and Wetangula is not measuring the race but shaping i
32056,2,2,129.6,129.6,0,KTNNewsKE,879240,"Nearly 1,000 East Africans drown in Lake Victoria every year, most while engaged in illegal fishing, East African Commun"
32067,2,2,0.0,0.0,1,ntvkenya,5352499,"This isn’t just about meat — it’s about the future of food. Sustainability, technology, and tradition collide to create "
32083,2,2,7.3,7.3,1,StandardKenya,2732827,"Nairobi Senator Edwin Sifuna says removal as Senate Minority Whip will not silence him, vows to continue speaking out on"
32127,2,2,158.1,158.1,0,Lightcasttvke,8323,"""I have your number; I will send you what the constitution says about the terms of a president."" ~ Gachagua to Kindiki h"
32458,2,2,1081.9,1081.9,0,Lawrenzo1991,6,@NjiruAdv William Ruto best president Kenya has ever had
32462,2,2,620.4,620.4,0,CynthOmolo,2501,SIFUNA WILL NOT DEPUTIZE ANYONE. https://t.co/j8s7MaAghI
32521,3,3,1225.6,949.9,0,K24Tv,3217136,Murkomen: I want to assure the chairman of IEBC that the national security organs led by the IG of police is aware of cr
32537,3,3,27.0,22.1,2,tv47digital,4173,Goons armed with arrows attempt to disrupt a Sunday service attended by Linda Mwananchi leaders Edwin Sifuna and Governo
32557,2,2,605.1,605.1,0,ItsMissMaina,171,"What was Uhuru doing with our money???

#PrudentRuto
Rais Mchapa Kazi https://t.co/Qgr5SvNDIh"
32569,2,2,39.9,39.9,1,citizentvkenya,6853796,"Over 1,000 regular police, 4 platoons of GSU and Anti-stock theft units, deployed to secure Thursday’s Ol Kalou by-elect"
32662,2,2,45.0,45.0,1,StandardKenya,2732827,"President William Ruto rolls out second phase of NYOTA project, with Sh3 billion set for disbursement to 122,000 benefic"
32664,2,2,6824.0,6824.0,0,Hope2Others2024,352,@MarekaMalili Na Wala hata hawaombi kibali cha maandamano in short police watachagua wenyewe kuja au kutokuja
32691,2,2,764.9,764.9,0,ntvkenya,5352499,Rift with Kizito widens over gigantic stool sample https://t.co/INgtPpEf9a https://t.co/d0w5aH9QKH
32721,2,2,3.0,3.0,1,KTNNewsKE,879240,"DR Congo and Uganda launch first clinical trial of Ebola PEP pill after exposure, raising hopes of preventing Bundibugyo"
32742,2,2,110.5,110.5,0,recreatedd16,26013,"The joint statement by Maraga, Kalonzo, Karua, Sifuna and Matiang'i confirms what many suspected. Section 14 must be enf"
32773,3,3,1206.8,686.1,0,citizentvkenya,6853796,"ODM will not field a presidential candidate in 2027, we will support Ruto - Oburu https://t.co/0bPohz0YO2"
32791,2,2,29.9,29.9,1,KTNNewsKE,879240,California and 11 other US states on Monday sued to block Paramount Skydance's $110 billion takeover of Warner Bros. Dis
32795,3,2,122.2,0.7,1,StandardKenya,2732827,"France takes on Spain in the first semi Final of the FIFA World Cup tonight.
Give us your prediction.

@Hassanjumaa
@dav"
32855,2,2,111.3,111.3,0,DigImpactLTD,1003,@MRSMuruguu @WilliamsRuto Wow!
32891,4,4,818.8,334.1,0,lynoxanzweni,5788,@Maryian96 Apa mambo ni ngumu
32958,2,2,2463.3,2463.3,0,ntvkenya,5352499,Did viral videos tell the whole Summertides story- or just the part the internet wanted you to see? #nationverticals #ti
32983,2,2,28.9,28.9,1,StandardKenya,2732827,"Don’t ignore the signs. 

Book a doctor’s consultation at Equity Afya for only Ksh 500. It's affordable and accessible h"
32984,2,2,259.6,259.6,0,Obuchunju,15980,"Gladys Boss Shollei says President William Ruto will be re-elected in 2027, arguing that no opposition candidate is stro"
33036,2,2,57.6,57.6,1,karumipeter0,2733,United opposition to join Linda mwananchi
33111,2,2,0.4,0.4,1,theweeknd6699,1550,"From streets to State House, Sifuna carries genuine aspirations. Kalonzo provides the guiding hand of experience. Their "
33146,2,2,179.9,179.9,0,KTNNewsKE,879240,Senior Advocate Macharia Njeru has accused President William Ruto of setting a tone of lawlessness for the rest of gover
33213,2,2,239.2,239.2,0,KTNNewsKE,879240,"History is repeating itself in Gusiiland. In 2002, the late Simeon Nyachae turned the region into a Ford People zone. Al"
33260,2,2,40.0,40.0,1,StandardKenya,2732827,"OPINION: Tyranny of Numbers: How North Eastern is silently shaping Kenya's Presidency
https://t.co/ITQ346OBvV"
33278,2,2,197.4,197.4,0,NationAfrica,4265144,"Host Mexico look to make history against England 
https://t.co/fR5k0exegW"
33310,4,2,10915.0,1860.0,0,ntvkenya,5352499,'I got a salary raise but I'm worse off financially than I was before' https://t.co/v35BeK97Kq
33322,2,2,276.2,276.2,0,StandardKenya,2732827,Isiolo women are calling for a larger share of the County Climate Change Fund (CCCF) to be channelled towards addressing
33398,2,2,14777.3,14777.3,0,Adele_lide,34708,Kalonzo Musyoka https://t.co/oUDup9gL3x
33401,2,2,1274.9,1274.9,0,ntvkenya,5352499,Supreme Court halts State's Sh11 billion Cytonn asset recovery plan https://t.co/LbKMqg985M https://t.co/nBxvfx87vh
33417,2,2,450.5,450.5,0,elie_kashama,5547,"#FLASH:  Le Général Kasongo Kabwik veut l’envoi des pollueurs de Kinshasa à Kanyama Kasese pour leur rééducation .

Le G"
33431,2,2,1363.3,1363.3,0,MoraraKebaso,293365,Let us have an honest conversation about Ruaraka land. This case started in 1981 when Matiangi was 13 years old. In 2015
33463,2,2,14.2,14.2,1,_jahom,33779,"The opposition is divided, confused, and leaderless. Meanwhile Kenya Kwanza is united, focused, and delivering. The choi"
33464,2,2,834.9,834.9,0,Dennis_Itumbi02,52841,As We Speak 70% of Kenyan Youths are unanimously behind the UDA and will vote for President William Ruto in 2027. https:
33481,2,2,6.2,6.2,1,ntvkenya,5352499,"Court in Nairobi closes criminal case against Halima Ngache, the woman accused of tracking President Ruto's air travels "
33503,2,2,0.1,0.1,1,KTNNewsKE,879240,"Rift Valley Regional Secondary Schools Term Two games, which begin in Narok County today, will be no different, as reign"
33535,2,2,1.0,1.0,1,ntvkenya,5352499,"Saba Saba commemoration: Heavy police presence at Mapembeni area along Moi Avenue, Mombasa https://t.co/nxePXG7ql6"
33680,3,2,255.8,255.8,0,StandardKenya,2732827,"Kenya's insurers are increasingly combining investment products with health and life cover to boost insurance uptake, wh"
33701,3,3,9.8,5.8,2,KevinjjUSA,2540,"Do not let massive capital gains tax destroy your hard-earned wealth.

Get a plan before you sell by visiting https://t."
33732,2,2,54.4,54.4,1,kameme101,68552,"Sammy Douglas Kamau kuhotana ithurano nini cia giturwa kia mumbunge, Ol Kalou na kura 35,440.
#OlKalouDecides #KamemeUpd"
33742,2,2,150.1,150.1,0,StandardKenya,2732827,Somalia's business community has rejected the Cabinet's appointment of an interim chairman to the Somali Chamber of Comm
33899,2,2,1679.6,1679.6,0,AreiCool,1650,"hi guys,

someone just “exposed” me on a thread and people are filling my dms insulting me, so i'm leaving twitter for a"
33955,2,2,6.2,6.2,1,KTNNewsKE,879240,A riddle is quietly building in the city with the emergence of a strange Russian name on billboards in parts of the coun
33989,2,2,13.6,13.6,1,Mwamba_hi,8607,"Katika siku ya maandamano yaliyokuwa yametangazwa, shughuli nyingi ziliendelea kama kawaida katika maeneo mbalimbali. Kw"
34032,3,3,0.0,0.0,2,Nick_Weather,1560,"SJT issues Flood Advisory for Coleman, McCulloch, San Saba [TX] till Jul 17, 7:30 AM CDT https://t.co/WCevZBnoEz https:/"
34106,2,2,2.7,2.7,1,amembamagufuli8,74515,UDA allegedly wants the IEBC to delay the Ol Kalou by-election after realizing victory may be out of reach.
34112,2,2,97.7,97.7,0,StandardKenya,2732827,"Mavoko MP Patrick Makau raises alarm over alleged voter bribery ahead of Ol Kalou by-election

Video by Daniel Mwongela "
34131,2,2,70.0,70.0,0,StandardKenya,2732827,"A driver and two passengers were on Saturday dawn killed after a vehicle they were travelling in lost control, veered of"
34154,3,2,739.8,739.8,0,NationAfrica,4265144,"Poll: Ruto is leading presidential hopeful, but one in five voters still undecided https://t.co/8CoY0jgnra"
34173,2,2,389.8,389.8,0,ntvkenya,5352499,"Fuel prices to remain unchanged for another month 

https://t.co/PD04ipivLd https://t.co/5Mf8l7PZha"
34364,2,2,248.1,248.1,0,K24Tv,3217136,Kiharu MP Ndindi Nyoro demands probe into Safaricom share sale https://t.co/74xoGRljso
34367,2,2,61.6,61.6,0,citizentvkenya,6853796,Vocal Africa files petition seeking orders to bar Speaker Wetangula and Kingi from participating in partisan political c
34370,2,2,82.9,82.9,0,DaharaMan,41,"@HonMoses_Kuria Good work Mhesh, lakini mambo bado ni WANTAM"
