text,true,pred,p_pred
To #UhuruEuroThieves having a president from your tribe means nothing to me as a person. It is even a disadvantage to the common person.,offensive,neither,0.5835908
Have y woken up again baby ? Seems still sleepy. Look at him well. It's #Xijinping . When he became Indian ?,neither,offensive,0.58354235
Wenye walikuwa walipe madeni kesho sasa wanasema,neither,offensive,0.58289266
keep off accusing baba who do think u are and further more majority n wakikuyu noreforms noelection baba knows what is doing,neither,offensive,0.5826516
When did we become a police state? We are a country of laws. Of he has done wrong charge him. Or free him. Personally I cant stand @user (in fact I've blocked him) but what the state is doing to intimidate & frustrate him is so wrong. Please intervene. @user @user,neither,offensive,0.58239377
KIKUYUs are the ones behind RUTO s woes at ICC RAILA ODINGA incites the KALENJINs,neither,offensive,0.58228487
Uhuru has done so much crude stuff that God is angered.Do u know they have killed many non kikuyus n thrown in mwiki river.sad,offensive,hate,0.58127576
Luos are always accommdative only non-future oriented ben-tens dis-credit them of that....they should change approach for betterment,offensive,neither,0.5801498
Wazungu hao RT @user : Convo na hawa jamaa sijui ina tatizo gani... 3 people unfollowed tonight,neither,offensive,0.5799977
y'all have forgotten that nyakundi posts what he can provide factual evidence.. continue yapping #NyakundiFacesJail,offensive,neither,0.579803
Wakikuyu .. Sisi wengine tutakuwa tunaimba Nasaaa tialalala,offensive,hate,0.5794034
Kisiis RT @user : Kales you mean RT @user : Jaguar Amani are celebs but to a luhya it's the ... (more),neither,hate,0.5790486
those are political gimmicks... you are so deluded to even imagn anything will happen to them let alone be jailed. how fast have you forgotten the previous NYS scandal. the suspects were summoned by the same committees and where are are they now in shimo la tewa right???,neither,offensive,0.5788214
Whenever I see a 30 plus entity in a jav I always think they either left their car home they are kikuyus or they are just failures in life,neither,hate,0.5786723
Time had to tell em... And #NowWeKnow that the peoples president will lead his pple to Canaan. #ElectionsKE2017,neither,offensive,0.57862675
You didn't buy Tshirts for them Or Garrisa was too far to ferry crowds The last kicks of a dying horse #NoReformsNoElections,neither,offensive,0.57851416
Translation: Ruto saying to Uhuru; If you make a deal with @user I will kill Kikuyus in Rift Valley #Dictatorship,offensive,hate,0.5782264
This shohei the pen thief thread,neither,offensive,0.578217
Umeskia vile sisi Wakisii tuko poa ??? @user . #QwetuSebuleni,neither,offensive,0.5760701
All Luos are related to one another so worry not coz any other luo judge will be related to RAO or @user,offensive,neither,0.5759214
Yet Government honoured #Githeriman The same government now shading crocodile tears #RIPMatiba #MondaySpecialKE,offensive,neither,0.5758164
When Jubilee fucks up we ALL hurt. Cord and it's supporters ought to quit acting like they are the only victims. SMH.,neither,offensive,0.5756406
This past week he's been sounding more of the likes of kuria & duale than an analyst #ShutMutahiNgunyiUp,neither,offensive,0.5755602
Those Luo Policemen and women in the forces who watch as Kikuyu (Mungiki) cops Kill Luos must now wake up... #NASAdemos,neither,offensive,0.57548165
Walipenya thru computer so called #VifarangaVyaKompyuta,neither,offensive,0.57530826
You delivered them as who? Are u an employee of IEBC? Am sure you falsified the results #ElectionsBoycottKe,neither,offensive,0.5750176
We know your handwriting Nyakundi . That was you!,offensive,neither,0.5749682
Kikuyus have singehandedly brought our economy up ..Fact #Uthamaki,neither,offensive,0.5749503
kikuyus like you will never agree with facts all the evils that hv bn done by kikuyus are gona b ;;;;877778068059729920,neither,offensive,0.57454157
Where were the Kalenjins Kikuyus when the coupe of 1982 when a somali brought Hon.Moi back and saa ii wanasema somalis are nt Kenyans,neither,offensive,0.5734615
Kikuyus went to the same universities with luos luhyas kambas kisiis & we never fought. One thing is sure we will not allow Uhuru & Ruto cartels to make us turn against each other..before we reach there Jubilee will just have to go,neither,hate,0.572127
Luos will kill me one of these fine days A Luo man woke up in the middle of the night shouting. Otieno: Holy...,neither,offensive,0.5715228
Try telling that to #Msando family we see how cool they'll respond. #IEBC #ElectionsKE = #VoteTheftKE . #Resist tyranny and impostor #VifarangaVyaKompyuta installed by Ezra Chiloba! pic.twitter.com/m6y9fAueHn,neither,offensive,0.57123536
To those who are using a selected students photo of police like @user Nyakundi use this too. Getting kids out of Militia's way. pic.twitter.com/7FKn0UlC4q,neither,offensive,0.5711177
Kikuyus the most politically misused community has been brainwashed by tiny elite to think they are exceptional and under siege,hate,offensive,0.57097965
When Luos are busy with #CordDemos Kikuyus are busy selling water helmets whistles and boards labelled. #IEBCMUSTGO,neither,offensive,0.570543
Kama wewe ni polisi chukua L yako pale kwa mlango ukienda. #LuoLivesMatter @user pic.twitter.com/A6Y3BiSP0r,neither,offensive,0.5704061
Unadhani sisi wote ni wakisii ? SMH RT @user_ : *finds you watching TV* Mum: etibi etibi yoka motabwata namobwata getabu LMAO #KenyanMoms,neither,offensive,0.57030123
this is the kind of warped thinking that makes me wonder if kikuyus wamerogwa or are they hypnotized? @user_ @user,offensive,neither,0.57017744
You send the police to kill Innocent luos and call for a national prayer day to thank God for the lives lost through the bullet!!,neither,offensive,0.5700341
@user @user .hawa warudi kwao mara moja.,neither,offensive,0.56981796
y'all are lucky we didn't have a lottery pick last year. No way Masai would let Booker drop smh. Jealous y'all got him,neither,offensive,0.56940883
kikuyus are not bad people ..they are just too creative that makes them look like thieves!,neither,offensive,0.5691998
Whether you are luo Kikuyu or kamba alshabaab don't give a flying fuck about that.. They'll still kill your ass,neither,offensive,0.56832665
Trueee RT @user : Kikuyus are a special breed with all types and forms of females.,neither,hate,0.56820345
Wale walikuwa wananitafta ndo huyu mimi liverpool warudi kwao wasiache uchafu emirates. ARSENAL ALWAYS,neither,offensive,0.5681569
What can we do and Raila has forcefully put tribal hate into his tribesmen- Luos &neighborhood.. BAD!,neither,offensive,0.5681294
Kikuyus and Kalenjins we are been shortchanged we need to open our eyes folks.,neither,offensive,0.5679997
Hawa wakyuk eti wanasukuma gari ikiwa imekataa kustart na ikistart wanadai eti,neither,offensive,0.56794953
You are part of the disease. Go away. #HateSpeech,offensive,neither,0.56767476
Waliua waluhya aki hawa watu tsk! ..so sad mane,neither,offensive,0.5674539
Babu Owino Babu Owino Babu Owino. Baba oseweyoni kom. Bed e kom no wan kodi. @user #RailaPresser #RailaSpeaks #KenyaDecides,neither,offensive,0.567012
Why are u even mentioning luos in this conversation? Is nyakundi Luo or is it me who is Luo? First of all where did I throw stones on behalf of nyakundi? Is what happening in this country affecting you or not? Are u mad because nyakundi spoke about Uhuru your tribesman?,neither,offensive,0.5666284
when kikuyus demonstrated to Judiciary in th CBD_sychophants & police remained silent to please uhuru #LuoLivesMatter #OppositionDemos #TTTT,neither,offensive,0.56626993
to keep up with the digital migration Luos have changed the way they air their wet clothes they are now using digiTOL,neither,offensive,0.56624955
UNLIKE Jubilee we have not STOLEN public funds to bribe voters and IEBC to power. #ChebukatiMemoToChiloba #RailaPresser #IEBCcrisis #NASA,offensive,neither,0.5660262
You Kikuyus tend to feel superior than other tribes in Kenya. My fren you are not 30 Million.,hate,offensive,0.5657179
Waaa @user has got funs.. Or rather kikuyus are just so personal..,offensive,neither,0.56571466
Who doesnt know that two luos can make much more noise than 2000 kikuyus casting their votes...,hate,offensive,0.56563294
Kalenjins and Kikuyus are beating each other in Eldoret over business space(s) as wespeak. Naivas supermarket torched,neither,hate,0.5647166
You got over 40%. support in Kisii. Wachana na propaganda za bonoko Joshua. Sisi Kama Wakisii tutataka maendeleo sio vitendawili.,neither,offensive,0.5644568
Kalenjins . They are good at running RT @user : Random Q: #WishList Who would you like to run for Kenya's presidency?,neither,offensive,0.5644412
you central reasoner luos don't kill people but KK kill people,hate,neither,0.5644319
What have Kikuyus done now? Why would they kill anyone? How comes locals claim they don't recognized the people alleged killed? Let us stop viewing everything from a tribal point that benefits you..,neither,offensive,0.5642394
What a rip off of a #MaoZedong museum piece #SGR is! #NYSscam & #Eurobond shall be revisited for sure! #CorruptionKE #noreformsnoelections pic.twitter.com/jOng8kIcDn,neither,offensive,0.56421465
LUOs are a very interesting group of people. They have been frustrated countless times especially during...,offensive,neither,0.5642094
What r u talking about? Doesn't make any sense. China has no oth terrorist. Stop calling innocent #uighurs terrorist. China's terrorist is your #Xijinping n #CCP Why China shields masskiller n masterminds of #UriAttack #ParhankotAttack #MumbaiAttack,neither,offensive,0.56376624
You have 0 qualms that your estate watch-men are maasai But can't stand the fact that @user is in charge of KE security. Doublestandards,hate,offensive,0.563616
what unity are you reffering to if almost all government appointments go to kikuyus,hate,offensive,0.5635901
When raila makes a mistake luos are able to correct but kikuyus can't... are you seeing the logic? @user,hate,neither,0.5634336
Wajaluo wapigiwe makofi! Read more at:,neither,hate,0.5633705
All they want to have is increased deposits without doing due diligence on the source of funds.,neither,offensive,0.56320465
Ukweli ni kama kisonono haifichiki soon Kenyans will know the real Uhuru #NoReformsNoElections #NasaForChange,neither,offensive,0.56285745
Where is the Body?? So the GSU can't arrest a man with a machete and decide to kill him?? We need the Body,offensive,neither,0.5628323
Threats have never killed anyone people die of disease's accidents war and old-age. El presidente Nyakundi let them not intimidate u.,neither,offensive,0.5626275
Whoever used to advice Ruto in land grabbing should advice him to grab Akombe and teach her a lesson #AkombeMustGo,offensive,neither,0.56235737
You have criticized him and Mr. Modi all the time haven t you? And your leftist friends in Jpn do so all the time. Are you going turn your head the other way around if the leftist in Jpn do so praising them of doing a good job? What s your stance? pic.twitter.com/nJvM2DPLah,neither,offensive,0.5617666
Who denied u the opportunity to go to school and be taught English now that u want attention from me ? Is it Raila? #DemocracyOrSecession,neither,offensive,0.56149775
You can only mislead a few Kikuyus sir you messed the 08/08 elections that's a whole 50billion down the drain blame your thieving,hate,neither,0.5612344
why should nasa be afraid of Chiloba #WembeNiUleUle tu kupigwa lazima mupigwe,neither,offensive,0.5612173
With approval in stuck permently at 35% or so and his hatespeech in in support of #Charlotteville nazis and confederate traitors...he has very low chance of successs...or even making it to 2020.,neither,offensive,0.5586252
Wah. But in all fairness Asmali is not an elected MCA or MP of that area. He has actually done well highlighting Eastleigh. Give him a break.,neither,offensive,0.55770797
Your friends are out asking for votes u r busy begging money nkt #RailaPresser,offensive,neither,0.55738366
We have 3 weeks left for the Auditor General to release the Eurobond report to the public. It will be the mother of all corruption in Kenya.,neither,offensive,0.5569939
What is the impact of Uhuru-Raila handshake when pokot bandits are killing our people.,hate,offensive,0.5567546
You can't defeat Moses Kuria by becoming your tribe's Moses Kuria. Hate is conquered by LOVE. #StopUhurusWarDogs,neither,offensive,0.5560946
Shame !! @user Conspirators with Kenyan #Githeriman Media houses ?!!,neither,offensive,0.5560463
Bacon is disgusting and not good at all,neither,offensive,0.55569893
This nonsense that @user compromised certain people to meet him is ridiculous. Style up lads this is politics #DualeKambaIncitement,neither,offensive,0.55529577
We are still the same voters that voted for @user fortunately going against the people's will by NASA we stand to gain #WembeNiUleUle,neither,offensive,0.5547427
Those are kikuyus beggars citizen most beggars in this country come from central so dont try to take it from them,hate,neither,0.5543167
warudi kwao team mafisi wanakula na kuachilia tu,offensive,hate,0.5537694
Kikuyus are only living in Central and Rift Valley? Moses Kuria perhaps is doing a great thing kila arudi kwao.,offensive,neither,0.5536727
Why did @user use sh33b of Eurobond money to purportedly pay for CDF in total breach of the Act? Even cooking accounts need wisdom.,neither,offensive,0.5534131
upcoming socialite you have a new merchandising strategy hate kikuyus win new customers,offensive,neither,0.5528235
Waiting for otwoma to honour his pledge of n'gombe to Raila if doesn't deliver 70000#ElectionsBoycottKE,neither,offensive,0.5526035
When will we have free fair and credible election?? Chiloba must go #NoReformsNoElections,neither,offensive,0.5525417
kambas are mt Kenya mirror how do they get a number two a country named after them,neither,offensive,0.5523737
You're part of the establishment criminalizing being Luo tame your police. Luos are the kindest people,neither,offensive,0.55207723
Utaachana na sisi wakisii wewe RT @user : honestly I find it hard interacting with men from central kisii ..,offensive,hate,0.55195296
WTF? 25%+90% = 115%...Nguyai:90 per cent of my constituents are Kikuyus . 25 percent are of different ethnic backgrounds,neither,offensive,0.55184746
What character and reputation is Njoki talking bout? We know her well and shall expose her. Does she remember her case with Alico in 1998?,neither,offensive,0.55183315
We told them that Isaak Hassan and his team would go in 2016 where are they now? Anniversary towers today. #NoReformsNoElections,neither,offensive,0.5518232
Those of us who truly know Ababu were sure he would never show up for #jkl . Calling him a coward is an insult to cowards #MunduKhuMundu,neither,offensive,0.5517668
LUOS are very bossy who just want their own interests to be taken care first we cannot I cannot withstand them in 5years,hate,offensive,0.5515793
Uhuru's Govnt is a predator now it has another opportunity to kill some luos over Miguna Miguna fuss in Kisumu and other parts across Kenya while the other dude is celebrating the handshake somewhere far... Amekimya sana pic.twitter.com/R1eDvw6Ms2,offensive,hate,0.5513234
When you say Kikuyus your dedicating @user votes from Kikuyus how are voting him in,offensive,neither,0.5507313
when u try to understand those people who are freak and know~it~all #bastards #freaks,neither,offensive,0.54997915
Kikuyus are not tribal they have voted in Sonko in Nairobi against their own son PK while some Kambas continue their hate on Uhuru,neither,hate,0.54990745
yo from kis i ?? @user : I like to walk around the house naked. Until the neighbours chase me back inside.,neither,offensive,0.5487566
Tomorrow is Valentine .What are you people getting me ...makes sure Nyakundi does not see,neither,offensive,0.54847693
Kikuyus blocking Nairobi- Nakuru highway at limuru and burning tyres. Where is @user to preach about peaceful protests pic.twitter.com/YRXlGylcI0,neither,offensive,0.5477074
You n other kikuyus,neither,hate,0.5476629
Kikuyus are busy making #BabaWhileYouWereAway banners to sell to cord affiated people!,neither,offensive,0.5472913
To simply the figure of $1.99b EUROBOND that was stolen better for Ruto assuming WESTON hotel is valued @user $1.99b can built 200 of them,neither,offensive,0.5472657
Lmaaoaoo so Nyakundi was the one pretending to be Robin?? Damn!! pic.twitter.com/B94uPb8sv7,neither,offensive,0.54718024
Before uhuru is declared the winner at Bomas of Kenya. This is a rare picture of Uhuru and the Kenya he's about to lead. #RailaPresser pic.twitter.com/ZeYKHnV5Fh,neither,offensive,0.54710895
With all this resignations without reasons the appointed are only Kikuyus . tribalism is at it's pick from the 44 tribes no one can be,neither,hate,0.54689544
What is more regrettable is having @user still as your CEO. Tell him to resign. #NoReformsNoElections #QuestForJustice,neither,offensive,0.5465253
This tweet my friend ndio ujinga. Ujinga wa wajaluo wagani? @user hii si hate speech?,neither,offensive,0.5464123
Yes luos are arrogant.. not all but Joka-Gor the rest are good Joka-Owiny Joka-Omollo Joka-Jok and Jopadhola,hate,offensive,0.5460877
Why are kikuyus worried about us kuchoma kisumu yetu let them celebrate PUGNI,offensive,hate,0.54608667
Hawa wakale wa marathons huwa wanatuangusha sana na hii kizungu yao imbo,neither,offensive,0.545254
TL right now Luos and Kiuks throwing tantrums at each other Kales cheering the Kiuks on Luos on their own Others are onlookers,neither,hate,0.5450051
Kambas are asking if there's any of their own in that #CabinetReshuffle . Mean they can't even grasp their names. Who's Mailu? A kisii? Nkt,neither,offensive,0.5444593
Wakikuyu wajaka any tribe,neither,hate,0.54396915
to all LUOS who are busy embracing the murderers who killed MSANDO BABY PENDO & others SHAME ON YOU! SILLY IDIOTS!,neither,hate,0.5432288
Luos don't stagger when drunk they just walk in italics Luos don't become broke they are on financial offpeak #OnlyLuos #OnlyLuos,neither,offensive,0.5425841
We want to express our views without harassment. Kikuyus are no better than other tribes. #BabuArrested #FreeBabuOwino Free #IgadKeepOff,offensive,neither,0.5420398
Kikuyus are business people. ..Meet great grand parent's clan. ..The ANyokabis from kafi ( rift valley) ...Its all Degrees. ..,neither,offensive,0.54184574
What a foolish question,neither,offensive,0.5418123
Trying to change who Cyprian Nyakundi is by detaining arresting or intimidating him is a useless tactic. Its proven! @user couldn't @user couldn't @user couldn't Countless cartels FAILED! WHO ARE YOU @user ? #ReleaseElPresident #FreeNyakundi,neither,offensive,0.54064775
We can't pretend we are united when appointments favours only kikuyus n kalenjins NEVER;!! #ChoreaUkabila,hate,offensive,0.54031765
Luos in Kisumu have gone wild stones and gunshots are ordering the city,neither,offensive,0.54019517
whether kikuyus hate wanjigi or not he is not a poor peasant like them.but not all hate him anyway,neither,offensive,0.54008347
When Raila tells you that your wife is pregnant... Please run and get ready with pampers #NoReformsNoElections,neither,offensive,0.5400738
Your ethnically targeting kalejins and Kikuyus wafula chapati..isn't acceptable,offensive,neither,0.53995866
Sisi kama Wakisii tumesema izo Skeleton sio zetu! Uliza wakamba!! Lol #BirdsOfTheSameFeather,hate,offensive,0.5399031
This might b one of my worst texts leo frm a friend av known for yrs ' Kikuyus are ever mean never text or call me',neither,offensive,0.53987384
When alshaabab butchered kikuyus in a quarry Uhuru paid the,neither,offensive,0.5395847
luos be like 'buana we are all over hadi kanye west na jay z wametoa ngoma inaitwa Otis' but do i say?,neither,offensive,0.5394672
The rest are vitual kalenjins that i come across on the timeline.....but catch me dead being close friends ...with a kalenjin human being,hate,neither,0.5392144
Those kikuyus on here should stop belittling others with their superior attitudes.. tr*p,neither,offensive,0.53853613
Kisii are next after luos kwa kuongea upus mingi,hate,offensive,0.5382285
Tuskeys supermarket has 90% kikuyus working there..here in kisii we should also pass the laws,hate,neither,0.5381891
Wait first nyakundi didn't mention his name. Second he isn't the only Christian in the cabinet. Third he is taking himself to be the only staunch Christian in the cabinet kwani yeye ndio yesu he should take several seats and be humble. pic.twitter.com/dFHzJgYatI,neither,offensive,0.53818053
Uzuri vita za ma bigwig huku hazifikangi Law courts apart from za Nyakundi,neither,offensive,0.53764945
I have a personal question: Why do Kikuyus hate Raila Odinga so much?,offensive,neither,0.5371222
To be honest that road has been damaged for quite a while he was still the MP 2013-2017. Most access roads that he could have repaired with CDF are horrible especially when it rains. Plus most of Umoja estate lacks water what is he doing about that?,neither,offensive,0.53708297
Kikuyus are lying that they rather stay at home and not vote corrupt Uhuru and of course they won't vote Raila...,neither,offensive,0.5368374
You read his animosity igniting 'thoughts' and it hits you we didn't learn from 08 and worries u about '17 #ShutMutahiNgunyiUp,neither,offensive,0.5366911
this is happening because of your dumb plans and unwillingness to admit defeat The whole mission was under your watch #RipJubilee,neither,offensive,0.5363258
All replacements in Iebc are luos .. Tribalism won't end n Raila is fuelling tribalism... Opiyo ochuodho and Ouma..wait n ull see,neither,offensive,0.53579783
Kikuyus are very good business people but shida (wengine) yao as Sally Owuonda Nyarcounty said juzi tu ni the...,neither,offensive,0.5357832
Wanataka kuenda mbio na hawana breki ........ elaaaah! #NYSscam #NYSScandal #NYSNewScandal #KumiraKumira #TanoTerror pic.twitter.com/kOnQcKKX9B,neither,offensive,0.5356871
Sisi wasapere millioni 4 Watu ya Ruto 3.8M halafu tuokote kama 2m mchanyiko ya wakisii wakamba waluhya na mijikenda si ni hiivo ama ni vipi?,neither,hate,0.53546494
Uhuru's main challenger Akuru Aukot trails with 1+50 votes #KenyaPoll #ElectionsBoycottKE,neither,offensive,0.53507084
Kila mbwa ikae kwao sasa. Enough is Enough. Are Luos not human beings you can't kill us forever and the stupid Koome keeps on glorifying. Hapana pic.twitter.com/Wnc9TxwiD2,hate,offensive,0.53488034
when a genocide errupts is when kikuyus wil realise that God does allow some stuff to happen.the world kept calm till hutus died,hate,offensive,0.5345908
Wacha ufala Nyakundi . Kuna 20 year olds wana high mileage kuliko Molo-Line.,neither,offensive,0.5344014
Luos and other tribes including coast samburu Turkana kambas luhyas the list is endless with the exception of kikuyus and kalenjins,neither,hate,0.5339751
ukitaka laana ya mzazi zima tv sai #KenyaPresident #KenyaMovingForward #RailaPresser,neither,offensive,0.53339714
When you get the uthamaki side of the story @user @user #WanjigiLifeInDanger #LuoLivesMatter #AkombeResigns,offensive,neither,0.5330266
You will hear someone say Kalenjins are targeted when someone invested all his blood and sweat in ensuring the ministry is flooded and overflowing with Kalenjin blood through and through... When we fight corruption can we also make sure ethnicity and tribalism is Kicked out ?,neither,offensive,0.53245825
Vroom RT @user__ : Here we go! RT @user I'm surprised typical luos are not tweeting in their EngLuo dialect.,offensive,neither,0.53237915
bana RT @user maasai 'z are rich baba RT @user : Am i the only one that finds it ironic that kajiado is the richest count,neither,offensive,0.5312849
Tribal mentality. You think all kikuyus belong to Jubilee and the rest of the Kenya tribes are NASA?,hate,offensive,0.53121144
Wadi apologized for insulting the President & a community he served jail time. Why should Ngunyi be treated differently? #ShutMutahiNgunyiUp,neither,offensive,0.5311992
What we've at present is a leadership that has failed to recognize that TIME IS UP for CORRUPTION and ELECTORAL theft #NoReformsNoElections,neither,offensive,0.5307273
We were given a new transformer from August last year the lines were well built the contractor came droped cables and gave us new meters until now no power from the transformer why? Thika makongeni-kisii Estate,offensive,neither,0.5305424
Yees RT @user: We have an ODM MP in Tigania.. Merus are defying the odds...,neither,offensive,0.5303992
Yet a Kikuyu who was just protect by a luo through out the night Kikuyus who bewitched you,hate,offensive,0.52978855
Kalenjins are so jovial they don't do just a few kilometers they do big sMiles,neither,offensive,0.52925885
Kikuyus are the most suffering in this country hao ndio wamajazwa kamiti because of petty crime.,neither,offensive,0.5291305
Hansel @user heult rum weil ihn der Hass getroffen hat. Dass er selbst der Grund des Hasses ist ihn h chstselbst verursacht das kommt dem Seppl mit der senffarbenen Deppenm tze nicht in den Sinn. Wie auch so ganz ohne Hirn? #hatespeech pic.twitter.com/bjaW9nfWZB,neither,offensive,0.5286254
I had to steal this -->>>> Luhyas are NEVER cheated on! They make ladies cheat.,offensive,neither,0.5282566
WHO???!!!~~> @user : it's funny how Kikuyus and Luos hate each other during election yet they intermarry more than other tribes,neither,hate,0.52818704
We shida yako inakuanga nini unakulanga mafi ama mini? Unapenda matusi hivyo ;;;;994894666754613248,offensive,neither,0.5278311
Kama nime ku tweet io ni spam. Jana iko kihii ili hack account yangu ikafanya io ufala.,neither,offensive,0.52767426
Yah man!Tell them fighting is Not a solution!Never was&Never it wil be!Blakman must unite themselves!Omg!Luos hatred on kikuyus is more than much!I think Jelousy go kill them,hate,offensive,0.52753705
Kikuyus haven't stolen anything. It's Kenyan Leaders from all tribes even the one making noise the loudest #Tribalism254,offensive,neither,0.527123
Kikuyus dominate list of individuals bestowed with commendations by president uhuru during #JamhuriDay @user_ see full list-,hate,offensive,0.5269203
Luos they've always said we are poor because we care so much for the 42 of us now they are KILLING us. #OppositionDemos #LuoLivesMatter,offensive,hate,0.52655107
I have just had a look at the 1 million followers Nyakundi has & of the 45 that either follow me or I follow more than 35 are corporate accs,offensive,neither,0.52640736
Which majority a new dawn has come to this country and corruption and impunity can no longer be condoned. #NoReformsNoElections,neither,offensive,0.5258876
We should not hate each along tribal lines just because of this politicians. Its sad to see a Luo trying to threaten Kikuyus or vice versa,neither,hate,0.5256111
Silly opinion questions!Why don't you ask it's time Kikuyus realize other tribes matter in Kenyan politics?,neither,offensive,0.5253861
Kikuyu Kamba Luhya Luo and Kalenjins communities control 58% of all public service jobs in #Kenya . Where are the rest of the 37 communities?,neither,offensive,0.52535915
siiiet nkt @user kunichomea my next business plan sasa sisi wakikuyu tutaharvest wapi,neither,offensive,0.5253359
Wazee wa jamii ya Wakikuyu wafanya tambiko kumlaani mbunge wa Embakasi Mashariki Babu Owino:,hate,neither,0.5247596
All of us Kikuyus are Mungiki. You don't have be dreads to be Mungiki...,offensive,neither,0.5242327
Banks which have been aiding thieves and looters to launder the money are known.,neither,offensive,0.5241728
Kikuyus with small businesses here in Kajiado say they are much more 'comfortable' with a Raila Odinga presidency #Siasa,offensive,neither,0.523973
You speak as if the police is controlled by NASA. They are the ones who kill. They are controlled by the govt.,neither,offensive,0.5237772
Wakianika tunafunika! See what NYAKUNDI has done to BETTY KYALLO s PHOTO where she flaunts bikini body...,offensive,neither,0.52376896
You have just said true and why. I hope Luhya people are thousands of miles from ruling Kenya. My friend how can they tell Rails to go with all his voters and Kalonzo. Why are they having many leaders. Which tribe will unite with Luhyas .,hate,neither,0.5227381
What's your obsession with kikuyus ? Its like saying all luos are dirty coz a few are !,neither,hate,0.5226873
When Dr. Swazuri tried to probe WESTON hotel Ruto's office threatened NLC with a parliamentary petition to sack them pic.twitter.com/FW7DHSn1EB,neither,offensive,0.5223981
Lmao!!! If you read the tweet she actually said DANCING ISNT CHEATING not once did she mention dancing on another male and or female. You obvi just hurt babe! Get well soon,neither,offensive,0.5214194
Basically it is totally hurting Mohawk dead @user when Maasais kill a lion you go after after them KWS for sure!!!!!,neither,offensive,0.52023023
Halafu hio list ya Raila's persons of interest on Euro Bond saga iko na Wagikuyu wengi.Cant we have regional balance? #UhuruEuroThieves,neither,offensive,0.52014124
Kikuyus cannot speak against a system that is opppressing them instead unleashing their anger on other kenyans. It cant fo on like that.,neither,offensive,0.51988256
Kalenjins are naturally beautiful esp. Kipsigis women. @user @user,neither,hate,0.5194175
Those Kikuyus who own Clubs in Kisumu City might be making super Profits today Knowing very well that come November #WembeNiUleUle,neither,offensive,0.51904577
When you see your exes trying to make face while still chasing shadows #MunduKhuMundu #JKL #NotMyRailaOdinga pic.twitter.com/O7RDsblzKE,neither,offensive,0.51886564
What is Sonko is truly truly trying to dismantle the Cartels? What if ??? @user @user @user_,neither,offensive,0.5188303
Kikuyus are more active on #LuhyasDitchRao than Luyhas themselves. Hehehe,neither,offensive,0.5183471
Sijawahi kuona mtu MJINGA kama wewe katika karne hii ya katiba mpya.Kenya si ya wakikuyu pekee.Kisumu ni Kenya na waluo wanaweza kutuongoza,hate,offensive,0.518306
Kikuyus will do everything to retain power.,neither,offensive,0.5181541
Kikuyus are all over and I can assure You we must deal wih them wacha Ouruawaokoe sasa,hate,offensive,0.5180421
Baba is creating crisis at IEBC so that elections don't happen at 17th #AkombeMustGo #FakeNews #IEBCcrisis,neither,offensive,0.5180253
We are not beggars or good-for-nothings who hope that everything will simply resolve itself. cc @user #UhuruEuroThieves,neither,offensive,0.51763326
All those people who are happy that a man named Obama is president of the U.S. but cannot fathom how Kenyans of Somali descent belong. (!),neither,offensive,0.5170574
We've had economic crisis & looting happening 4years now so #NoReformsNoElections,neither,offensive,0.51683486
We got schwarma here too. Tons of it.,neither,offensive,0.5168034
Hawa ndugu zetu wakikuyu wanapenda kutupima sana ukimwambia sema LA utasikia RA na ukimwambia sema RA utasikia at...,neither,offensive,0.51679105
HAWA NDIYO WALIO ISTAAJABISHA DUNIA KWA KUVAA NGUO ZA KUOGEA AMBAZO NI VITUKO VITUPU...YAANI WAZUNGU,neither,offensive,0.5166473
With this I have had it... @user @user Its time we start talking divorce these depots have made it their mission to kill Luos,neither,offensive,0.516642
You are only saddened by deaths in Nyeri yet Luos are being murdered by your police. #LuolivesMatter,offensive,neither,0.5164907
Tribalism test for #mediamax should be launched coz all the anchors i have been seeing on tv are all #kikuyus kenya is 42 tribed nation,neither,hate,0.5163784
Those 54% Governors couldn't even console @user during his coronation ritual with voters turn out. #NowWeKnow #ElectionsBoycottKE pic.twitter.com/e5tfcrmd5U,offensive,neither,0.5160803
Wajaluo wameonewa sana. !! Kuliko wakenya wengine .,neither,offensive,0.5153593
You are lost my sister if at all you are supporting Nyakundi 's NONSENSE!!!!!,offensive,neither,0.5150735
Why is IEBC giving us exaggerated estimates of voter turnout? Wafula Chebukati makes me miss Issak Hassan leadership. @user,offensive,neither,0.5149835
Kikuyus are very forgetful &ungrateful they have forgotten all what Rt Hon Raila did 4 them bt nisawa only God knows,neither,offensive,0.51459765
Hao wajaluo wangeniua bana kama sio squaaaad ilikuja kuniokoa and she later got married to a Jaluo lol,neither,hate,0.5145906
Hawa ni watu gani tena sasa? We Kenyans dont do drug fails hiyo ni kitu ya wazungu hehe,neither,offensive,0.5145799
William Ruto is and happens to be the interim deputy president of Kenya. The tectonic political base is changing faster that the melting glacier of Mt Kenya. @user MigunaMiguna C_NyaKundiH @user,neither,offensive,0.5140755
Baba leaving the nation for the UK. Election ni kwa Kikuyus na Kales pic.twitter.com/HFg22KbLQ8,neither,offensive,0.51401776
Kikuyus have been oppressed too END of the Kenyattas.,neither,offensive,0.51345134
You didn't condole with those innocent kids teargassed those youths who were butchered with your govt double standard #LuoLivesMatter,neither,offensive,0.5130952
